     1      -0.01332557       0.00888371       3.99835709
     2      -0.00960453       0.00640302       3.99525622
     3      -0.00588348       0.00392232       3.99215535
     4      -0.00216244       0.00144163       3.98905449
     5       0.00155860      -0.00103907       3.98595362
     6      -0.01038383       0.00692255       4.00227941
     7      -0.00666278       0.00444186       3.99917855
     8      -0.00294174       0.00196116       3.99607768
     9       0.00077930      -0.00051953       3.99297681
    10       0.00450034      -0.00300023       3.98987594
    11      -0.00744208       0.00496139       4.00620174
    12      -0.00372104       0.00248069       4.00310087
    13       0.00000000       0.00000000       4.00000000
    14       0.00372104      -0.00248069       3.99689913
    15       0.00744208      -0.00496139       3.99379826
    16      -0.00450034       0.00300023       4.01012406
    17      -0.00077930       0.00051953       4.00702319
    18       0.00294174      -0.00196116       4.00392232
    19       0.00666278      -0.00444186       4.00082145
    20       0.01038383      -0.00692255       3.99772059
    21      -0.00155860       0.00103907       4.01404638
    22       0.00216244      -0.00144163       4.01094551
    23       0.00588348      -0.00392232       4.00784465
    24       0.00960453      -0.00640302       4.00474378
    25       0.01332557      -0.00888371       4.00164291
    26      -0.00832557       0.01388371       3.99835709
    27      -0.00460453       0.01140302       3.99525622
    28      -0.00088348       0.00892232       3.99215535
    29       0.00283756       0.00644163       3.98905449
    30       0.00655860       0.00396093       3.98595362
    31      -0.00538383       0.01192255       4.00227941
    32      -0.00166278       0.00944186       3.99917855
    33       0.00205826       0.00696116       3.99607768
    34       0.00577930       0.00448047       3.99297681
    35       0.00950034       0.00199977       3.98987594
    36      -0.00244208       0.00996139       4.00620174
    37       0.00127896       0.00748069       4.00310087
    38       0.00500000       0.00500000       4.00000000
    39       0.00872104       0.00251931       3.99689913
    40       0.01244208       0.00003861       3.99379826
    41       0.00049966       0.00800023       4.01012406
    42       0.00422070       0.00551953       4.00702319
    43       0.00794174       0.00303884       4.00392232
    44       0.01166278       0.00055814       4.00082145
    45       0.01538383      -0.00192255       3.99772059
    46       0.00344140       0.00603907       4.01404638
    47       0.00716244       0.00355837       4.01094551
    48       0.01088348       0.00107768       4.00784465
    49       0.01460453      -0.00140302       4.00474378
    50       0.01832557      -0.00388371       4.00164291
    51      -0.00332557       0.01888371       3.99835709
    52       0.00039547       0.01640302       3.99525622
    53       0.00411652       0.01392232       3.99215535
    54       0.00783756       0.01144163       3.98905449
    55       0.01155860       0.00896093       3.98595362
    56      -0.00038383       0.01692255       4.00227941
    57       0.00333722       0.01444186       3.99917855
    58       0.00705826       0.01196116       3.99607768
    59       0.01077930       0.00948047       3.99297681
    60       0.01450034       0.00699977       3.98987594
    61       0.00255792       0.01496139       4.00620174
    62       0.00627896       0.01248069       4.00310087
    63       0.01000000       0.01000000       4.00000000
    64       0.01372104       0.00751931       3.99689913
    65       0.01744208       0.00503861       3.99379826
    66       0.00549966       0.01300023       4.01012406
    67       0.00922070       0.01051953       4.00702319
    68       0.01294174       0.00803884       4.00392232
    69       0.01666278       0.00555814       4.00082145
    70       0.02038383       0.00307745       3.99772059
    71       0.00844140       0.01103907       4.01404638
    72       0.01216244       0.00855837       4.01094551
    73       0.01588348       0.00607768       4.00784465
    74       0.01960453       0.00359698       4.00474378
    75       0.02332557       0.00111629       4.00164291
    76       0.00167443       0.02388371       3.99835709
    77       0.00539547       0.02140302       3.99525622
    78       0.00911652       0.01892232       3.99215535
    79       0.01283756       0.01644163       3.98905449
    80       0.01655860       0.01396093       3.98595362
    81       0.00461617       0.02192255       4.00227941
    82       0.00833722       0.01944186       3.99917855
    83       0.01205826       0.01696116       3.99607768
    84       0.01577930       0.01448047       3.99297681
    85       0.01950034       0.01199977       3.98987594
    86       0.00755792       0.01996139       4.00620174
    87       0.01127896       0.01748069       4.00310087
    88       0.01500000       0.01500000       4.00000000
    89       0.01872104       0.01251931       3.99689913
    90       0.02244208       0.01003861       3.99379826
    91       0.01049966       0.01800023       4.01012406
    92       0.01422070       0.01551953       4.00702319
    93       0.01794174       0.01303884       4.00392232
    94       0.02166278       0.01055814       4.00082145
    95       0.02538383       0.00807745       3.99772059
    96       0.01344140       0.01603907       4.01404638
    97       0.01716244       0.01355837       4.01094551
    98       0.02088348       0.01107768       4.00784465
    99       0.02460453       0.00859698       4.00474378
   100       0.02832557       0.00611629       4.00164291
   101       0.00667443       0.02888371       3.99835709
   102       0.01039547       0.02640302       3.99525622
   103       0.01411652       0.02392232       3.99215535
   104       0.01783756       0.02144163       3.98905449
   105       0.02155860       0.01896093       3.98595362
   106       0.00961617       0.02692255       4.00227941
   107       0.01333722       0.02444186       3.99917855
   108       0.01705826       0.02196116       3.99607768
   109       0.02077930       0.01948047       3.99297681
   110       0.02450034       0.01699977       3.98987594
   111       0.01255792       0.02496139       4.00620174
   112       0.01627896       0.02248069       4.00310087
   113       0.02000000       0.02000000       4.00000000
   114       0.02372104       0.01751931       3.99689913
   115       0.02744208       0.01503861       3.99379826
   116       0.01549966       0.02300023       4.01012406
   117       0.01922070       0.02051953       4.00702319
   118       0.02294174       0.01803884       4.00392232
   119       0.02666278       0.01555814       4.00082145
   120       0.03038383       0.01307745       3.99772059
   121       0.01844140       0.02103907       4.01404638
   122       0.02216244       0.01855837       4.01094551
   123       0.02588348       0.01607768       4.00784465
   124       0.02960453       0.01359698       4.00474378
   125       0.03332557       0.01111629       4.00164291
   126       0.01167443       0.03388371       3.99835709
   127       0.01539547       0.03140302       3.99525622
   128       0.01911652       0.02892232       3.99215535
   129       0.02283756       0.02644163       3.98905449
   130       0.02655860       0.02396093       3.98595362
   131       0.01461617       0.03192255       4.00227941
   132       0.01833722       0.02944186       3.99917855
   133       0.02205826       0.02696116       3.99607768
   134       0.02577930       0.02448047       3.99297681
   135       0.02950034       0.02199977       3.98987594
   136       0.01755792       0.02996139       4.00620174
   137       0.02127896       0.02748069       4.00310087
   138       0.02500000       0.02500000       4.00000000
   139       0.02872104       0.02251931       3.99689913
   140       0.03244208       0.02003861       3.99379826
   141       0.02049966       0.02800023       4.01012406
   142       0.02422070       0.02551953       4.00702319
   143       0.02794174       0.02303884       4.00392232
   144       0.03166278       0.02055814       4.00082145
   145       0.03538383       0.01807745       3.99772059
   146       0.02344140       0.02603907       4.01404638
   147       0.02716244       0.02355837       4.01094551
   148       0.03088348       0.02107768       4.00784465
   149       0.03460453       0.01859698       4.00474378
   150       0.03832557       0.01611629       4.00164291
   151       0.01667443       0.03888371       3.99835709
   152       0.02039547       0.03640302       3.99525622
   153       0.02411652       0.03392232       3.99215535
   154       0.02783756       0.03144163       3.98905449
   155       0.03155860       0.02896093       3.98595362
   156       0.01961617       0.03692255       4.00227941
   157       0.02333722       0.03444186       3.99917855
   158       0.02705826       0.03196116       3.99607768
   159       0.03077930       0.02948047       3.99297681
   160       0.03450034       0.02699977       3.98987594
   161       0.02255792       0.03496139       4.00620174
   162       0.02627896       0.03248069       4.00310087
   163       0.03000000       0.03000000       4.00000000
   164       0.03372104       0.02751931       3.99689913
   165       0.03744208       0.02503861       3.99379826
   166       0.02549966       0.03300023       4.01012406
   167       0.02922070       0.03051953       4.00702319
   168       0.03294174       0.02803884       4.00392232
   169       0.03666278       0.02555814       4.00082145
   170       0.04038383       0.02307745       3.99772059
   171       0.02844140       0.03103907       4.01404638
   172       0.03216244       0.02855837       4.01094551
   173       0.03588348       0.02607768       4.00784465
   174       0.03960453       0.02359698       4.00474378
   175       0.04332557       0.02111629       4.00164291
   176       0.02167443       0.04388371       3.99835709
   177       0.02539547       0.04140302       3.99525622
   178       0.02911652       0.03892232       3.99215535
   179       0.03283756       0.03644163       3.98905449
   180       0.03655860       0.03396093       3.98595362
   181       0.02461617       0.04192255       4.00227941
   182       0.02833722       0.03944186       3.99917855
   183       0.03205826       0.03696116       3.99607768
   184       0.03577930       0.03448047       3.99297681
   185       0.03950034       0.03199977       3.98987594
   186       0.02755792       0.03996139       4.00620174
   187       0.03127896       0.03748069       4.00310087
   188       0.03500000       0.03500000       4.00000000
   189       0.03872104       0.03251931       3.99689913
   190       0.04244208       0.03003861       3.99379826
   191       0.03049966       0.03800023       4.01012406
   192       0.03422070       0.03551953       4.00702319
   193       0.03794174       0.03303884       4.00392232
   194       0.04166278       0.03055814       4.00082145
   195       0.04538383       0.02807745       3.99772059
   196       0.03344140       0.03603907       4.01404638
   197       0.03716244       0.03355837       4.01094551
   198       0.04088348       0.03107768       4.00784465
   199       0.04460453       0.02859698       4.00474378
   200       0.04832557       0.02611629       4.00164291
   201       0.02667443       0.04888371       3.99835709
   202       0.03039547       0.04640302       3.99525622
   203       0.03411652       0.04392232       3.99215535
   204       0.03783756       0.04144163       3.98905449
   205       0.04155860       0.03896093       3.98595362
   206       0.02961617       0.04692255       4.00227941
   207       0.03333722       0.04444186       3.99917855
   208       0.03705826       0.04196116       3.99607768
   209       0.04077930       0.03948047       3.99297681
   210       0.04450034       0.03699977       3.98987594
   211       0.03255792       0.04496139       4.00620174
   212       0.03627896       0.04248069       4.00310087
   213       0.04000000       0.04000000       4.00000000
   214       0.04372104       0.03751931       3.99689913
   215       0.04744208       0.03503861       3.99379826
   216       0.03549966       0.04300023       4.01012406
   217       0.03922070       0.04051953       4.00702319
   218       0.04294174       0.03803884       4.00392232
   219       0.04666278       0.03555814       4.00082145
   220       0.05038383       0.03307745       3.99772059
   221       0.03844140       0.04103907       4.01404638
   222       0.04216244       0.03855837       4.01094551
   223       0.04588348       0.03607768       4.00784465
   224       0.04960453       0.03359698       4.00474378
   225       0.05332557       0.03111629       4.00164291
   226       0.03167443       0.05388371       3.99835709
   227       0.03539547       0.05140302       3.99525622
   228       0.03911652       0.04892232       3.99215535
   229       0.04283756       0.04644163       3.98905449
   230       0.04655860       0.04396093       3.98595362
   231       0.03461617       0.05192255       4.00227941
   232       0.03833722       0.04944186       3.99917855
   233       0.04205826       0.04696116       3.99607768
   234       0.04577930       0.04448047       3.99297681
   235       0.04950034       0.04199977       3.98987594
   236       0.03755792       0.04996139       4.00620174
   237       0.04127896       0.04748069       4.00310087
   238       0.04500000       0.04500000       4.00000000
   239       0.04872104       0.04251931       3.99689913
   240       0.05244208       0.04003861       3.99379826
   241       0.04049966       0.04800023       4.01012406
   242       0.04422070       0.04551953       4.00702319
   243       0.04794174       0.04303884       4.00392232
   244       0.05166278       0.04055814       4.00082145
   245       0.05538383       0.03807745       3.99772059
   246       0.04344140       0.04603907       4.01404638
   247       0.04716244       0.04355837       4.01094551
   248       0.05088348       0.04107768       4.00784465
   249       0.05460453       0.03859698       4.00474378
   250       0.05832557       0.03611629       4.00164291
   251       0.03667443       0.05888371       3.99835709
   252       0.04039547       0.05640302       3.99525622
   253       0.04411652       0.05392232       3.99215535
   254       0.04783756       0.05144163       3.98905449
   255       0.05155860       0.04896093       3.98595362
   256       0.03961617       0.05692255       4.00227941
   257       0.04333722       0.05444186       3.99917855
   258       0.04705826       0.05196116       3.99607768
   259       0.05077930       0.04948047       3.99297681
   260       0.05450034       0.04699977       3.98987594
   261       0.04255792       0.05496139       4.00620174
   262       0.04627896       0.05248069       4.00310087
   263       0.05000000       0.05000000       4.00000000
   264       0.05372104       0.04751931       3.99689913
   265       0.05744208       0.04503861       3.99379826
   266       0.04549966       0.05300023       4.01012406
   267       0.04922070       0.05051953       4.00702319
   268       0.05294174       0.04803884       4.00392232
   269       0.05666278       0.04555814       4.00082145
   270       0.06038383       0.04307745       3.99772059
   271       0.04844140       0.05103907       4.01404638
   272       0.05216244       0.04855837       4.01094551
   273       0.05588348       0.04607768       4.00784465
   274       0.05960453       0.04359698       4.00474378
   275       0.06332557       0.04111629       4.00164291
   276       0.04167443       0.06388371       3.99835709
   277       0.04539547       0.06140302       3.99525622
   278       0.04911652       0.05892232       3.99215535
   279       0.05283756       0.05644163       3.98905449
   280       0.05655860       0.05396093       3.98595362
   281       0.04461617       0.06192255       4.00227941
   282       0.04833722       0.05944186       3.99917855
   283       0.05205826       0.05696116       3.99607768
   284       0.05577930       0.05448047       3.99297681
   285       0.05950034       0.05199977       3.98987594
   286       0.04755792       0.05996139       4.00620174
   287       0.05127896       0.05748069       4.00310087
   288       0.05500000       0.05500000       4.00000000
   289       0.05872104       0.05251931       3.99689913
   290       0.06244208       0.05003861       3.99379826
   291       0.05049966       0.05800023       4.01012406
   292       0.05422070       0.05551953       4.00702319
   293       0.05794174       0.05303884       4.00392232
   294       0.06166278       0.05055814       4.00082145
   295       0.06538383       0.04807745       3.99772059
   296       0.05344140       0.05603907       4.01404638
   297       0.05716244       0.05355837       4.01094551
   298       0.06088348       0.05107768       4.00784465
   299       0.06460453       0.04859698       4.00474378
   300       0.06832557       0.04611629       4.00164291
   301       0.04667443       0.06888371       3.99835709
   302       0.05039547       0.06640302       3.99525622
   303       0.05411652       0.06392232       3.99215535
   304       0.05783756       0.06144163       3.98905449
   305       0.06155860       0.05896093       3.98595362
   306       0.04961617       0.06692255       4.00227941
   307       0.05333722       0.06444186       3.99917855
   308       0.05705826       0.06196116       3.99607768
   309       0.06077930       0.05948047       3.99297681
   310       0.06450034       0.05699977       3.98987594
   311       0.05255792       0.06496139       4.00620174
   312       0.05627896       0.06248069       4.00310087
   313       0.06000000       0.06000000       4.00000000
   314       0.06372104       0.05751931       3.99689913
   315       0.06744208       0.05503861       3.99379826
   316       0.05549966       0.06300023       4.01012406
   317       0.05922070       0.06051953       4.00702319
   318       0.06294174       0.05803884       4.00392232
   319       0.06666278       0.05555814       4.00082145
   320       0.07038383       0.05307745       3.99772059
   321       0.05844140       0.06103907       4.01404638
   322       0.06216244       0.05855837       4.01094551
   323       0.06588348       0.05607768       4.00784465
   324       0.06960453       0.05359698       4.00474378
   325       0.07332557       0.05111629       4.00164291
   326       0.05167443       0.07388371       3.99835709
   327       0.05539547       0.07140302       3.99525622
   328       0.05911652       0.06892232       3.99215535
   329       0.06283756       0.06644163       3.98905449
   330       0.06655860       0.06396093       3.98595362
   331       0.05461617       0.07192255       4.00227941
   332       0.05833722       0.06944186       3.99917855
   333       0.06205826       0.06696116       3.99607768
   334       0.06577930       0.06448047       3.99297681
   335       0.06950034       0.06199977       3.98987594
   336       0.05755792       0.06996139       4.00620174
   337       0.06127896       0.06748069       4.00310087
   338       0.06500000       0.06500000       4.00000000
   339       0.06872104       0.06251931       3.99689913
   340       0.07244208       0.06003861       3.99379826
   341       0.06049966       0.06800023       4.01012406
   342       0.06422070       0.06551953       4.00702319
   343       0.06794174       0.06303884       4.00392232
   344       0.07166278       0.06055814       4.00082145
   345       0.07538383       0.05807745       3.99772059
   346       0.06344140       0.06603907       4.01404638
   347       0.06716244       0.06355837       4.01094551
   348       0.07088348       0.06107768       4.00784465
   349       0.07460453       0.05859698       4.00474378
   350       0.07832557       0.05611629       4.00164291
   351       0.05667443       0.07888371       3.99835709
   352       0.06039547       0.07640302       3.99525622
   353       0.06411652       0.07392232       3.99215535
   354       0.06783756       0.07144163       3.98905449
   355       0.07155860       0.06896093       3.98595362
   356       0.05961617       0.07692255       4.00227941
   357       0.06333722       0.07444186       3.99917855
   358       0.06705826       0.07196116       3.99607768
   359       0.07077930       0.06948047       3.99297681
   360       0.07450034       0.06699977       3.98987594
   361       0.06255792       0.07496139       4.00620174
   362       0.06627896       0.07248069       4.00310087
   363       0.07000000       0.07000000       4.00000000
   364       0.07372104       0.06751931       3.99689913
   365       0.07744208       0.06503861       3.99379826
   366       0.06549966       0.07300023       4.01012406
   367       0.06922070       0.07051953       4.00702319
   368       0.07294174       0.06803884       4.00392232
   369       0.07666278       0.06555814       4.00082145
   370       0.08038383       0.06307745       3.99772059
   371       0.06844140       0.07103907       4.01404638
   372       0.07216244       0.06855837       4.01094551
   373       0.07588348       0.06607768       4.00784465
   374       0.07960453       0.06359698       4.00474378
   375       0.08332557       0.06111629       4.00164291
   376       0.06167443       0.08388371       3.99835709
   377       0.06539547       0.08140302       3.99525622
   378       0.06911652       0.07892232       3.99215535
   379       0.07283756       0.07644163       3.98905449
   380       0.07655860       0.07396093       3.98595362
   381       0.06461617       0.08192255       4.00227941
   382       0.06833722       0.07944186       3.99917855
   383       0.07205826       0.07696116       3.99607768
   384       0.07577930       0.07448047       3.99297681
   385       0.07950034       0.07199977       3.98987594
   386       0.06755792       0.07996139       4.00620174
   387       0.07127896       0.07748069       4.00310087
   388       0.07500000       0.07500000       4.00000000
   389       0.07872104       0.07251931       3.99689913
   390       0.08244208       0.07003861       3.99379826
   391       0.07049966       0.07800023       4.01012406
