  0.1139913082086663E+06   0.5737260558622978E+05   0.6987919729929574E+04   0.7585768590684540E+03   0.4430777829128515E+03   0.3306966866481773E+03   0.2268048932619615E+03   0.1163140973860735E+03   0.5078454016927020E+02   0.1230238695134521E+02   0.5395899272915002E+01   0.1464224797557462E+01   0.1216578245793668E+01   0.1437780032047943E+00   0.1105208512635504E-02   0.1000000275083412E-02   0.9999999747378773E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378765E-03   0.9999999747378834E-03   0.9999999747378875E-03   0.9999999759636175E-03   0.1000070992262044E-02   0.1015136998197459E-02   0.1084137667174719E-02   0.1039653902001433E-02   0.1000284405454662E-02   0.9999999833082477E-03   0.9999999747429150E-03   0.9999999747480745E-03   0.9999999747583586E-03   0.9999999747786863E-03   0.9999999748185452E-03   0.9999999748960746E-03   0.9999999750456613E-03   0.9999999753319581E-03   0.9999999758755012E-03   0.9999999768991481E-03   0.9999999788116148E-03   0.9999999823569218E-03   0.9999999888820619E-03   0.1000000000825057E-02   0.1000000022653708E-02   0.1000000062880543E-02   0.1000000139116364E-02   0.1000000292684207E-02   0.1000000634241045E-02   0.1000001487633744E-02   0.1000003829078932E-02   0.1000010556337983E-02   0.1000029919210331E-02   0.1000084128227987E-02   0.1000229293182491E-02   0.1000597779700646E-02   0.1001480084322380E-02   0.1003467159650164E-02   0.1007668598778161E-02   0.1015996627988349E-02   0.1031451515713870E-02   0.1058264461837181E-02   0.1101678807627746E-02   0.1167139065893720E-02   0.1218779632605325E-02   0.1267392063819695E-02   0.1338435491760346E-02   0.1420956326791946E-02   0.1528266234064215E-02   0.1600750764980082E-02   0.1670343691337997E-02   0.1685365958436144E-02   0.1654053919415687E-02   0.1595468624689729E-02   0.1527474658423170E-02   0.1452629235731942E-02   0.1423563905588400E-02   0.1419447886238231E-02   0.1484479471715292E-02   0.1578459028991913E-02   0.1688797572733525E-02   0.1873054899816384E-02   0.1291254316177277E-02   0.1507582693895225E-02   0.1991432672109678E-02   0.2617946986992387E-02   0.3418270940856789E-02   0.4429661907870100E-02   0.5695515202483278E-02   0.7265289827309333E-02   0.9194272599076046E-02
  0.3886421175243703E+08   0.1820115073220661E+08   0.1858803070047489E+07   0.4195456517774329E+05   0.6424768175846107E+03   0.3394965957985331E+03   0.2276876171397336E+03   0.1147496347221121E+03   0.4867754095261887E+02   0.1217139235658213E+02   0.4765584431041185E+01   0.2573245152452417E+01   0.9472681548737373E+00   0.1733999019221054E-01   0.1001659235075413E-02   0.9999999754121073E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378765E-03   0.9999999747378834E-03   0.9999999747378875E-03   0.9999999784654010E-03   0.1000166632128214E-02   0.1019126578452643E-02   0.1087431347154247E-02   0.1027303603021386E-02   0.1000071382956114E-02   0.9999999754914048E-03   0.9999999747428931E-03   0.9999999747480326E-03   0.9999999747582744E-03   0.9999999747785195E-03   0.9999999748182156E-03   0.9999999748954277E-03   0.9999999750444038E-03   0.9999999753295319E-03   0.9999999758708560E-03   0.9999999768903233E-03   0.9999999787949846E-03   0.9999999823258130E-03   0.9999999888242611E-03   0.1000000000718164E-02   0.1000000022455895E-02   0.1000000062509719E-02   0.1000000138394722E-02   0.1000000291168801E-02   0.1000000630671362E-02   0.1000001478126506E-02   0.1000003801432665E-02   0.1000010473006676E-02   0.1000029669533481E-02   0.1000083403335718E-02   0.1000227281455369E-02   0.1000592480105594E-02   0.1001466878591989E-02   0.1003436089580702E-02   0.1007599642896245E-02   0.1015852339412258E-02   0.1031166932840397E-02   0.1057735477390215E-02   0.1100752173530230E-02   0.1165609391243503E-02   0.1216399926503726E-02   0.1263903071197071E-02   0.1343614249920130E-02   0.1424676576615243E-02   0.1520555219273751E-02   0.1601822686437278E-02   0.1650593196030597E-02   0.1675316074753702E-02   0.1644268217954832E-02   0.1586450480525411E-02   0.1519581250559939E-02   0.1456021996547139E-02   0.1408203436900765E-02   0.1415126227299287E-02   0.1490872372503969E-02   0.1575178625568041E-02   0.1685430659896000E-02   0.1869180133123334E-02   0.1316439168855018E-02   0.1501365462018631E-02   0.1983295881031169E-02   0.2607287364403801E-02   0.3404369063646032E-02   0.4411652892260969E-02   0.5672360793257414E-02   0.7235751955088124E-02   0.9156888659201216E-02
  0.3092504398443386E+03   0.8498066007701569E+03   0.8638564800384603E+03   0.6064370226516279E+03   0.4399692069262848E+03   0.3429739559645282E+03   0.2295595718308065E+03   0.1168458594522483E+03   0.4927211908622346E+02   0.1309911433866812E+02   0.4330384076697665E+01   0.3255837736678358E+01   0.8319526036550871E+00   0.4115956470805428E-02   0.1000069207147223E-02   0.9999999747452913E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378765E-03   0.9999999747378834E-03   0.9999999747378877E-03   0.9999999838600896E-03   0.1000401452274058E-02   0.1030495605810317E-02   0.1078012361066327E-02   0.1022002017434020E-02   0.1000030847360459E-02   0.9999999748812956E-03   0.9999999747428725E-03   0.9999999747479914E-03   0.9999999747581907E-03   0.9999999747783512E-03   0.9999999748178817E-03   0.9999999748947718E-03   0.9999999750431227E-03   0.9999999753270510E-03   0.9999999758660897E-03   0.9999999768812422E-03   0.9999999787778200E-03   0.9999999822936458E-03   0.9999999887645300E-03   0.1000000000608498E-02   0.1000000022257964E-02   0.1000000062163770E-02   0.1000000137832087E-02   0.1000000290418662E-02   0.1000000630350221E-02   0.1000001481293765E-02   0.1000003819880605E-02   0.1000010546777292E-02   0.1000029922779697E-02   0.1000084192088494E-02   0.1000229554595431E-02   0.1000598591679403E-02   0.1001482264970364E-02   0.1003472427124469E-02   0.1007680218482033E-02   0.1016020174984708E-02   0.1031495408855223E-02   0.1058339587032912E-02   0.1101796274706972E-02   0.1167305236528965E-02   0.1218988340187948E-02   0.1267615500438718E-02   0.1338617101188612E-02   0.1421010156742127E-02   0.1528086342278671E-02   0.1600230911132883E-02   0.1669402606845769E-02   0.1683969311364809E-02   0.1662223284705489E-02   0.1593271488859764E-02   0.1524996370368602E-02   0.1449934545508025E-02   0.1410658888228252E-02   0.1426251251194872E-02   0.1480806810141143E-02   0.1574017444890581E-02   0.1683184243981823E-02   0.1865752515371330E-02   0.1321618400527748E-02   0.1494818882750278E-02   0.1974564524282105E-02   0.2595776306805556E-02   0.3389332837573900E-02   0.4392176582521405E-02   0.5647338148749253E-02   0.7203862076280268E-02   0.9116572865797418E-02
  0.5136461954689164E+02   0.3495481938105954E+03   0.6722833362288161E+03   0.5894269892455121E+03   0.4393362100756964E+03   0.3401323575530997E+03   0.2329272854526520E+03   0.1218485633761941E+03   0.5409347046460897E+02   0.1393821737709575E+02   0.5007332740549638E+01   0.2692600331899299E+01   0.1295285537602380E+01   0.7003146626776215E-01   0.1016442484085570E-02   0.1000000009872175E-02   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378765E-03   0.9999999747378834E-03   0.9999999747378877E-03   0.9999999880724371E-03   0.1000645253503384E-02   0.1046864657127587E-02   0.1060562458974822E-02   0.1023015666772728E-02   0.1000088460957976E-02   0.9999999763987038E-03   0.9999999747428525E-03   0.9999999747479498E-03   0.9999999747581059E-03   0.9999999747781819E-03   0.9999999748175449E-03   0.9999999748941054E-03   0.9999999750418176E-03   0.9999999753245155E-03   0.9999999758612040E-03   0.9999999768719057E-03   0.9999999787601301E-03   0.9999999822604350E-03   0.9999999887028918E-03   0.1000000000496103E-02   0.1000000022060008E-02   0.1000000061842957E-02   0.1000000137429540E-02   0.1000000290438955E-02   0.1000000633301658E-02   0.1000001497239260E-02   0.1000003884834660E-02   0.1000010779156255E-02   0.1000030684037344E-02   0.1000086510398699E-02   0.1000236158751499E-02   0.1000616238676194E-02   0.1001526554189876E-02   0.1003576893964532E-02   0.1007911881127249E-02   0.1016503242396128E-02   0.1032442684621741E-02   0.1060086561571981E-02   0.1104826343349787E-02   0.1172248141261678E-02   0.1226572017340687E-02   0.1278558733529387E-02   0.1353468800954166E-02   0.1439966843323647E-02   0.1540841867416489E-02   0.1625918115809885E-02   0.1676666784464047E-02   0.1701171337543731E-02   0.1667722535560221E-02   0.1605707209294950E-02   0.1533486584439316E-02   0.1464143625668557E-02   0.1420732747697843E-02   0.1432660671627116E-02   0.1484158576581457E-02   0.1564886729186710E-02   0.1681998973380549E-02   0.1862734805385376E-02   0.1306769981697374E-02   0.1487930551885859E-02   0.1965231809466776E-02   0.2583410031908744E-02   0.3373159959792834E-02   0.4371231346254268E-02   0.5620445945946973E-02   0.7169619085156885E-02   0.9073324408327130E-02
  0.6110739170464377E+01   0.1076822894708681E+03   0.4302055951511585E+03   0.5536177574833728E+03   0.4410308606879027E+03   0.3371570925797822E+03   0.2316827900952693E+03   0.1319530370977881E+03   0.5957682947208778E+02   0.1728861804357502E+02   0.5116462576568086E+01   0.3154245669843514E+01   0.7802586233166594E+00   0.6147152396019248E+00   0.8530075532067484E-02   0.1000276216131940E-02   0.9999999747583126E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378765E-03   0.9999999747378832E-03   0.9999999747378875E-03   0.9999999891232537E-03   0.1000785736982458E-02   0.1064560755873409E-02   0.1044669533693046E-02   0.1024867456674178E-02   0.1000449161058620E-02   0.1000000019472251E-02   0.9999999747428517E-03   0.9999999747479075E-03   0.9999999747580216E-03   0.9999999747780115E-03   0.9999999748172045E-03   0.9999999748934302E-03   0.9999999750404899E-03   0.9999999753219277E-03   0.9999999758562017E-03   0.9999999768623199E-03   0.9999999787419207E-03   0.9999999822261916E-03   0.9999999886393660E-03   0.1000000000381023E-02   0.1000000021862200E-02   0.1000000061548174E-02   0.1000000137191720E-02   0.1000000291252165E-02   0.1000000639626330E-02   0.1000001526379320E-02   0.1000003997890165E-02   0.1000011175820601E-02   0.1000031972100462E-02   0.1000090416221314E-02   0.1000247260531483E-02   0.1000645867834170E-02   0.1001600863783565E-02   0.1003752098075524E-02   0.1008300307007640E-02   0.1017313056734947E-02   0.1034030514037733E-02   0.1063014619111241E-02   0.1109904694828070E-02   0.1170532130776877E-02   0.1229281667409444E-02   0.1276899031763184E-02   0.1358360634250281E-02   0.1461741473755439E-02   0.1578989452941225E-02   0.1658990263604881E-02   0.1722399934337275E-02   0.1736827485720292E-02   0.1710563851288123E-02   0.1633468468038089E-02   0.1564709984194810E-02   0.1488294180404397E-02   0.1438092516940378E-02   0.1434069708183208E-02   0.1470702604142281E-02   0.1557621212452816E-02   0.1681761271117133E-02   0.1840053119051120E-02   0.1301847388514995E-02   0.1480670785959547E-02   0.1955276971557481E-02   0.2570171239438529E-02   0.3355833038375363E-02   0.4348797397066232E-02   0.5591660428562856E-02   0.7132994053965190E-02   0.9027108160193078E-02
  0.4369759063221958E+00   0.2177559892968261E+02   0.2038550473908108E+03   0.4586589310727707E+03   0.4430412175760442E+03   0.3391657695999982E+03   0.2288239769298749E+03   0.1424758247023061E+03   0.6697238776711757E+02   0.2256433659789412E+02   0.6075485632909333E+01   0.2930345040719015E+01   0.9266320839288595E+00   0.6267394891093171E+00   0.2722096821932972E+00   0.1569737133607700E-02   0.1000001899067633E-02   0.9999999747378821E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378765E-03   0.9999999747378832E-03   0.9999999747378875E-03   0.9999999877177610E-03   0.1000792699525972E-02   0.1079349689112334E-02   0.1039768434617611E-02   0.1021803517318700E-02   0.1001743759412690E-02   0.1000000925902369E-02   0.9999999747456209E-03   0.9999999747478657E-03   0.9999999747579368E-03   0.9999999747778399E-03   0.9999999748168599E-03   0.9999999748927450E-03   0.9999999750391400E-03   0.9999999753192883E-03   0.9999999758510847E-03   0.9999999768524868E-03   0.9999999787231968E-03   0.9999999821909222E-03   0.9999999885739654E-03   0.1000000000263306E-02   0.1000000021664809E-02   0.1000000061280978E-02   0.1000000137126935E-02   0.1000000292898652E-02   0.1000000649504143E-02   0.1000001569454346E-02   0.1000004161871878E-02   0.1000011746787446E-02   0.1000033820043808E-02   0.1000096011353090E-02   0.1000263152196787E-02   0.1000688262217252E-02   0.1001707152114294E-02   0.1004002610820182E-02   0.1008855453515727E-02   0.1018469847223773E-02   0.1036297197913915E-02   0.1067191264375400E-02   0.1117141900622165E-02   0.1182325126501903E-02   0.1237352915376270E-02   0.1292940274302073E-02   0.1383649782902042E-02   0.1496711136512855E-02   0.1602876580323498E-02   0.1709708193609712E-02   0.1776725000700403E-02   0.1790891241925779E-02   0.1760528853093250E-02   0.1686193013891007E-02   0.1588211301571400E-02   0.1501898205591587E-02   0.1462272804775359E-02   0.1450075396862054E-02   0.1460118309444983E-02   0.1551984493894965E-02   0.1682308083058097E-02   0.1837600790976879E-02   0.1306782630878354E-02   0.1472995039377678E-02   0.1944667373861592E-02   0.2556031180795310E-02   0.3337321875074289E-02   0.4324839491475362E-02   0.5560938686596397E-02   0.7093934244305544E-02   0.8977859561483996E-02
  0.1741371208728605E-01   0.2600997844260386E+01   0.6499335526686450E+02   0.3050305093897763E+03   0.4215452477894526E+03   0.3477958315174537E+03   0.2327074899360242E+03   0.1473301310630803E+03   0.7565230700140785E+02   0.3049468903600109E+02   0.7638068376572457E+01   0.3249572874514390E+01   0.1046177542673538E+01   0.4436236484863761E+00   0.5678152202563028E+00   0.1013921412104968E+00   0.1026848727075532E-02   0.9999999841771416E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378765E-03   0.9999999747378832E-03   0.9999999747378875E-03   0.9999999854731635E-03   0.1000710257649454E-02   0.1088021651266611E-02   0.1051821466075122E-02   0.1016015901583654E-02   0.1004518419294859E-02   0.1000013949305608E-02   0.9999999750297159E-03   0.9999999747478251E-03   0.9999999747578518E-03   0.9999999747776673E-03   0.9999999748165126E-03   0.9999999748920522E-03   0.9999999750377687E-03   0.9999999753165984E-03   0.9999999758458561E-03   0.9999999768424102E-03   0.9999999787039633E-03   0.9999999821546316E-03   0.9999999885066989E-03   0.1000000000143002E-02   0.1000000021468196E-02   0.1000000061043621E-02   0.1000000137247364E-02   0.1000000295437709E-02   0.1000000663199224E-02   0.1000001627550245E-02   0.1000004380919237E-02   0.1000012506726367E-02   0.1000036276278544E-02   0.1000103444726623E-02   0.1000284261159160E-02   0.1000744566516727E-02   0.1001848280647316E-02   0.1004335108402591E-02   0.1009591855304950E-02   0.1020003126508743E-02   0.1039298585520013E-02   0.1072714889709166E-02   0.1126699087159582E-02   0.1197871850731399E-02   0.1251129385476342E-02   0.1317126378008546E-02   0.1409859863699381E-02   0.1535432485790055E-02   0.1653023607609180E-02   0.1768476170475281E-02   0.1839858550302377E-02   0.1853347383144773E-02   0.1817366830191625E-02   0.1733432709453359E-02   0.1633414048912508E-02   0.1524332346886551E-02   0.1472677706452836E-02   0.1440162277070178E-02   0.1461996864422674E-02   0.1537676413005746E-02   0.1683433403068376E-02   0.1815243665136023E-02   0.1301490357260379E-02   0.1464847141139238E-02   0.1933361281592375E-02   0.2540952360372144E-02   0.3317586426222312E-02   0.4299310419059199E-02   0.5528222899270703E-02   0.7052368299314974E-02   0.8925490943785117E-02
  0.1247038998354136E-02   0.1656549004943802E+00   0.1258213360516575E+02   0.1465953666718696E+03   0.3559464776624249E+03   0.3495491277869183E+03   0.2463805532293279E+03   0.1511048370168352E+03   0.8521261128612706E+02   0.3837638914054280E+02   0.1141749080215187E+02   0.3564358565343883E+01   0.1170882400934692E+01   0.7249695565965762E+00   0.2328282176121511E+00   0.4829730279938658E+00   0.3354221140196672E-01   0.1001856840329393E-02   0.9999999747718627E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378765E-03   0.9999999747378832E-03   0.9999999747378875E-03   0.9999999835173697E-03   0.1000605444553688E-02   0.1090096739103323E-02   0.1081157337657582E-02   0.1017101571589535E-02   0.1007901053374683E-02   0.1000134736618586E-02   0.9999999944737014E-03   0.9999999747478065E-03   0.9999999747577666E-03   0.9999999747774936E-03   0.9999999748161619E-03   0.9999999748913509E-03   0.9999999750363768E-03   0.9999999753138602E-03   0.9999999758405164E-03   0.9999999768320928E-03   0.9999999786842219E-03   0.9999999821173220E-03   0.9999999884375678E-03   0.1000000000020162E-02   0.1000000021272834E-02   0.1000000060839112E-02   0.1000000137569377E-02   0.1000000298949147E-02   0.1000000681067362E-02   0.1000001702130580E-02   0.1000004660613989E-02   0.1000013475426325E-02   0.1000039406128216E-02   0.1000112917323093E-02   0.1000311164132361E-02   0.1000816324728052E-02   0.1002028106628138E-02   0.1004758582303886E-02   0.1010529064642123E-02   0.1021952537680783E-02   0.1043109566192886E-02   0.1079717164723618E-02   0.1138791382507050E-02   0.1197498219008750E-02   0.1271067461424051E-02   0.1330045253897203E-02   0.1447682389021451E-02   0.1578638849428648E-02   0.1710115099234740E-02   0.1835827086279837E-02   0.1912091019149048E-02   0.1934189872342271E-02   0.1900773712233158E-02   0.1794636855940327E-02   0.1679610400263678E-02   0.1574834917742073E-02   0.1498583987946442E-02   0.1443709755952892E-02   0.1445850483196232E-02   0.1534342350581388E-02   0.1684896395092897E-02   0.1802826576173795E-02   0.1295872805208687E-02   0.1456163128809973E-02   0.1921311092769291E-02   0.2524891647153862E-02   0.3296580196927646E-02   0.4272154999942271E-02   0.5493445198239984E-02   0.7008212201926518E-02   0.8869898797757019E-02
  0.1002222656447159E-02   0.5848222602947397E-02   0.1327509171113004E+01   0.4530327924076411E+02   0.2411757998474006E+03   0.3358752424533159E+03   0.2572141260084240E+03   0.1655073322927111E+03   0.9296820437383752E+02   0.4477020496008927E+02   0.1761256017678792E+02   0.4672277597302481E+01   0.1415941262037432E+01   0.6400469309021751E+00   0.5720877729052209E+00   0.1298174970162141E+00   0.3899094965960724E+00   0.1057924463142003E-01   0.1000080285554931E-02   0.9999999747379693E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378765E-03   0.9999999747378832E-03   0.9999999747378875E-03   0.9999999821410971E-03   0.1000524580730506E-02   0.1088082155665844E-02   0.1120372499992786E-02   0.1033667260766640E-02   0.1012071494733235E-02   0.1000900406806367E-02   0.1000000923215266E-02   0.9999999747578377E-03   0.9999999747576816E-03   0.9999999747773200E-03   0.9999999748158100E-03   0.9999999748906421E-03   0.9999999750349654E-03   0.9999999753110749E-03   0.9999999758350680E-03   0.9999999768215350E-03   0.9999999786639716E-03   0.9999999820789864E-03   0.9999999883665675E-03   0.9999999998948472E-03   0.1000000021079309E-02   0.1000000060671288E-02   0.1000000138113959E-02   0.1000000303535476E-02   0.1000000703566211E-02   0.1000001795080556E-02   0.1000005008154866E-02   0.1000014678434644E-02   0.1000043293984949E-02   0.1000124688890266E-02   0.1000344606469620E-02   0.1000905531580855E-02   0.1002251609420506E-02   0.1005284625667245E-02   0.1011692249486170E-02   0.1024369001996957E-02   0.1047826085149769E-02   0.1088366256480599E-02   0.1153692547253621E-02   0.1221617224638533E-02   0.1277742656536814E-02   0.1362434119997927E-02   0.1487978837058608E-02   0.1637236690774813E-02   0.1784988930604035E-02   0.1932403907288737E-02   0.2013762129340379E-02   0.2043394654941834E-02   0.1980366582253024E-02   0.1879132435575143E-02   0.1745949704834829E-02   0.1612503181121340E-02   0.1519145722866350E-02   0.1460001526347113E-02   0.1451123816461905E-02   0.1541584347846872E-02   0.1676430881009933E-02   0.1800180758098344E-02   0.1299825325379142E-02   0.1446875424057685E-02   0.1908466785737179E-02   0.2507803554119800E-02   0.3274253803371607E-02   0.4243314281174958E-02   0.5456532780930747E-02   0.6961375551098618E-02   0.8810971442825164E-02
  0.1000005916613492E-02   0.1042461123952006E-02   0.6867303721088908E-01   0.7981301850246777E+01   0.1150668851111017E+03   0.2903779183256426E+03   0.2629526519256760E+03   0.1805141787870988E+03   0.1051573681254720E+03   0.5185750523357555E+02   0.2308076205402903E+02   0.7136610924111638E+01   0.2269171757692011E+01   0.6504855031298974E+00   0.4338880764430040E+00   0.4580795678462132E+00   0.7962534006368155E-01   0.3037236055838154E+00   0.3637677033768956E-02   0.1000003099774780E-02   0.9999999747378754E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378752E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378754E-03   0.9999999747378765E-03   0.9999999747378832E-03   0.9999999747378875E-03   0.9999999810823453E-03   0.1000479147918107E-02   0.1085587966046020E-02   0.1155184204430477E-02   0.1070439339954469E-02   0.1023465522281201E-02   0.1004442694362303E-02   0.1000031856169685E-02   0.9999999778069221E-03   0.9999999747576005E-03   0.9999999747771456E-03   0.9999999748154555E-03   0.9999999748899263E-03   0.9999999750335349E-03   0.9999999753082418E-03   0.9999999758295115E-03   0.9999999768107372E-03   0.9999999786432111E-03   0.9999999820396186E-03   0.9999999882936872E-03   0.9999999997671210E-03   0.1000000020888348E-02   0.1000000060544922E-02   0.1000000138907263E-02   0.1000000309324727E-02   0.1000000731268568E-02   0.1000001908764439E-02   0.1000005432585778E-02   0.1000016147892221E-02   0.1000048046128168E-02   0.1000139086722054E-02   0.1000385527414879E-02   0.1001014699607589E-02   0.1002525054946188E-02   0.1005927805108328E-02   0.1013112967470966E-02   0.1027316198264666E-02   0.1053567729249468E-02   0.1098870935868874E-02   0.1171740837147946E-02   0.1230736325577505E-02   0.1301857499165543E-02   0.1405185935625966E-02   0.1541782910797440E-02   0.1702300861028410E-02   0.1888622565214017E-02   0.2038936869976952E-02   0.2135231272910198E-02   0.2140887565584819E-02   0.2085654364795029E-02   0.1956102229382340E-02   0.1811426725333194E-02   0.1656291873206598E-02   0.1533401088578559E-02   0.1458237403685868E-02   0.1467207522895792E-02   0.1528973873713799E-02   0.1667755905354077E-02   0.1787131849886638E-02   0.1303242173105270E-02   0.1436917079930695E-02   0.1894779339118403E-02   0.2489643446386662E-02   0.3250558445619827E-02   0.4212729633801228E-02   0.5417412916007162E-02   0.6911767721535898E-02   0.8748596573120942E-02
